trajectory_id,program_id,task_id,family,variant,condition,task_text,reference_text,boundary_crossed,reference_start_token_index,token_count,analysis_token_count,trajectory_valid,mean_entropy_top20,median_entropy_top20,mean_entropy_valid_vocab,median_entropy_valid_vocab,semantic_step_balanced_entropy_top20,mean_p1,median_p1,mean_top20_mass,mean_reference_surprisal,median_reference_rank,fraction_p1_ge_090,fraction_p1_ge_099,step_mapped_token_fraction,boundary_overlap_token_fraction,unmapped_token_fraction
count_vowels__v2__python_canonical,count_vowels__v2,count_vowels,char_count,2,python_canonical,"Given a lowercase string, count how many characters are vowels.","def count_vowels(current):
    value = 0
    for item in current:
        if item in ""aeiou"":
            value += 1
    return value",False,16,36,35,True,0.1759656385584094,0.005177002865821123,0.17740615251755765,0.005200185347348452,0.1996025167568708,0.9302377666745867,0.9994859099388123,0.9998674137251717,1.190861012091227,1.0,0.8285714285714286,0.7428571428571429,1.0,0.0,0.0
count_below__v3__procedural_prose,count_below__v3,count_below,threshold_count,3,procedural_prose,"Given a list of numbers and a threshold, count the values less than the threshold.","Define a procedure named count_below that receives result and entry.
Set element to 0.
For each x in result, do the following.
    If x is less than entry, do the following.
        Increase element by 1.
Return element.",False,21,50,49,True,0.6257602501879161,0.4553520977497101,0.6995461910359599,0.4794030487537384,0.6346406190562347,0.7963194077720448,0.8865208625793457,0.9902663875599297,2.7447608040593154,1.0,0.4489795918367347,0.22448979591836735,1.0,0.0,0.0
reverse_string__v1__nl_exp7_anchor,reverse_string__v1,reverse_string,reverse_sequence,1,nl_exp7_anchor,"Given a string, create a new string containing the same characters in reverse order.",Start with an empty result string. Examine the input from the last position to the first and append each character to the result. Return the result.,False,20,30,29,True,0.3121108749573115,0.1096419245004654,0.3228666712546736,0.11045541614294052,,0.9002556204795837,0.9812892079353333,0.9987851566281812,2.25028131590857,1.0,0.6551724137931034,0.4482758620689655,,,
list_divisors__v2__procedural_prose,list_divisors__v2,list_divisors,divisors,2,procedural_prose,"Given a positive integer n, return all positive divisors of n in increasing order.","Define a procedure named list_divisors that receives value.
Set current to [].
For each item in range(1, (value + 1)), do the following.
    If (value % item) equals 0, do the following.
        Append item to current.
Return current.",False,21,58,57,True,0.667198563369375,0.6264269351959229,0.7121852018600819,0.6267972588539124,0.7074525109768215,0.7759257889630502,0.8343895673751831,0.9942121798532051,2.614127284749294,1.0,0.42105263157894735,0.14035087719298245,1.0,0.0,0.0
count_even__v1__python_opaque,count_even__v1,count_even,parity_count,1,python_opaque,"Given a list of integers, count how many values are even.","def zav0(mip0):
    tuk0 = 0
    for qel0 in mip0:
        if qel0 % 2 == 0:
            tuk0 += 1
    return tuk0",False,17,50,49,True,0.26821261512394795,0.013124008662998676,0.3022320190781306,0.014864814467728138,0.36954300334880535,0.9098356940916607,0.998308539390564,0.9959417861335131,2.164135658316297,1.0,0.7755102040816326,0.6938775510204082,1.0,0.0,0.0
product_one_to_n__v2__controlled_nl,product_one_to_n__v2,product_one_to_n,factorial_product,2,controlled_nl,"Given a positive integer n, compute the product of all integers from one through n.","PROCEDURE product_one_to_n INPUT item:
SET value TO 1.
FOR EACH current IN range(1, (item + 1)):
    UPDATE value USING * current.
RETURN value",False,21,38,37,True,0.5259010336877828,0.3368678092956543,0.5562891460816703,0.34510308504104614,0.5366321069072001,0.8109452958042557,0.9298205971717834,0.9965104992325241,4.149921600517307,1.0,0.5675675675675675,0.2702702702702703,1.0,0.0,0.0
matrix_find_position__v2__controlled_nl,matrix_find_position__v2,matrix_find_position,matrix_search,2,controlled_nl,"Given a matrix and a target value, return the row and column of the first occurrence in row-major order, or minus one for both if absent.","PROCEDURE matrix_find_position INPUT value, output:
FOR EACH current IN range(len(value)):
    FOR EACH item IN range(len(value[current])):
        IF value[current][item] = output:
            RETURN (current, item)
RETURN (-1, -1)",False,34,52,51,True,0.45132497701606733,0.1539502739906311,0.5164190289929941,0.19454270601272583,0.44209918231197026,0.8567369977633158,0.9730119705200195,0.99236607317831,2.745472614032152,1.0,0.6274509803921569,0.39215686274509803,1.0,0.0,0.0
filter_nonnegative__v1__controlled_nl,filter_nonnegative__v1,filter_nonnegative,sign_filter,1,controlled_nl,"Given a list of numbers, create a new list containing only values greater than or equal to zero.","PROCEDURE filter_nonnegative INPUT values:
SET result TO [].
FOR EACH value IN values:
    IF value >= 0:
        EXECUTE result.append(value).
RETURN result",False,24,35,34,True,0.5525189064890796,0.2928970158100128,0.5706265518338649,0.2931680679321289,0.4738284468238514,0.7924191303112927,0.9210449159145355,0.9980099516756394,2.7969537333552474,1.0,0.5294117647058824,0.4117647058823529,1.0,0.0,0.0
ordered_intersection__v3__nl_exp7_anchor,ordered_intersection__v3,ordered_intersection,ordered_intersection,3,nl_exp7_anchor,"Given two lists, return values from the first list that also occur in the second list, preserving duplicates and order from the first list.","Initialize an empty result. Process each value in the first list. If that value occurs in the second list, append it to the result. Produce the result.",False,31,32,31,True,0.3666806090998674,0.1890692114830017,0.37874362306038456,0.19295750558376312,,0.8725126626030091,0.9632763266563416,0.9988093818387678,1.8574516706416504,1.0,0.6129032258064516,0.3870967741935484,,,
factorial_iterative__v1__controlled_nl,factorial_iterative__v1,factorial_iterative,factorial_product,1,controlled_nl,"Given a nonnegative integer n, compute n factorial iteratively.","PROCEDURE factorial_iterative INPUT n:
SET product TO 1.
FOR EACH value IN range(2, (n + 1)):
    UPDATE product USING * value.
RETURN product",False,17,37,36,True,0.4784122047227963,0.29659953713417053,0.49185081365673494,0.2984860688447952,0.5365807962856101,0.8325130194425583,0.9357467889785767,0.9985091934601465,3.4009046720899883,2.0,0.5833333333333334,0.3611111111111111,1.0,0.0,0.0
is_subset__v2__python_canonical,is_subset__v2,is_subset,set_relation,2,python_canonical,"Given two collections, determine whether every value in the first collection occurs in the second.","def is_subset(item, value):
    for current in item:
        if current not in value:
            return False
    return True",False,21,27,26,True,0.32369965142068113,0.019330143928527832,0.3463247662563075,0.02034320216625929,0.36836739739439506,0.9107630184063544,0.9975207149982452,0.9974758487481338,1.5536757211131789,1.0,0.6923076923076923,0.5769230769230769,1.0,0.0,0.0
count_divisors__v2__pseudocode,count_divisors__v2,count_divisors,divisors,2,pseudocode,"Given a positive integer n, count its positive divisors.","PROCEDURE count_divisors(current)
item <- 0
FOR value IN range(1, (current + 1))
    IF (current % value) = 0
        item <- item + 1
RETURN item",False,16,46,45,True,0.386564392946861,0.09927758574485779,0.4011177481850609,0.10185463726520538,0.28974494770475484,0.8696207563082378,0.982273519039154,0.9984956238004896,2.1520970171903575,1.0,0.6444444444444445,0.37777777777777777,1.0,0.0,0.0
list_palindrome__v1__pseudocode,list_palindrome__v1,list_palindrome,palindrome_test,1,pseudocode,"Given a list, determine whether its values read the same forward and backward.","PROCEDURE list_palindrome(values)
left <- 0
right <- (len(values) - 1)
WHILE left < right
    IF values[left] != values[right]
        RETURN FALSE
    left <- left + 1
    right <- right - 1
RETURN TRUE",False,19,59,58,True,0.1946071418515005,0.00284543726593256,0.1970695809272277,0.0030494251986965537,0.21738729163227768,0.9384557152616566,0.9997200965881348,0.9996936948134981,1.2391577895231474,1.0,0.8275862068965517,0.7068965517241379,1.0,0.0,0.0
count_vowels__v1__pseudocode,count_vowels__v1,count_vowels,char_count,1,pseudocode,"Given a lowercase string, count how many characters are vowels.","PROCEDURE count_vowels(text)
count <- 0
FOR char IN text
    IF char IN 'aeiou'
        count <- count + 1
RETURN count",False,16,36,35,True,0.2925910429414736,0.06397148221731186,0.2943003543645058,0.06399903446435928,0.22845551723724686,0.8895884088107517,0.9897710084915161,0.9998597025871276,1.5674020468562275,1.0,0.6857142857142857,0.4857142857142857,1.0,0.0,0.0
list_palindrome__v2__nl_exp7_anchor,list_palindrome__v2,list_palindrome,palindrome_test,2,nl_exp7_anchor,"Given a list, determine whether its values read the same forward and backward.",Set one index at the beginning and another at the end. Compare the two values and move both indices inward. Output false on a mismatch; output true if all mirrored pairs match.,False,19,36,35,True,0.7706406515328647,0.7704063057899475,0.7990634717425564,0.8091101050376892,,0.7431806640965598,0.7613890767097473,0.9970365711620875,2.737086370422899,2.0,0.22857142857142856,0.14285714285714285,,,
clamp_values__v2__pseudocode,clamp_values__v2,clamp_values,bounded_numeric_transform,2,pseudocode,"Given a list of numbers and lower and upper bounds, clamp each value into the inclusive interval.","PROCEDURE clamp_values(counter, item, current)
value <- []
FOR output IN counter
    IF output < item
        value.append(item)
    ELSE
        IF output > current
            value.append(current)
        ELSE
            value.append(output)
RETURN value",False,23,53,52,True,0.5090988719366228,0.14486652612686157,0.5795885005551938,0.15702471137046814,0.47298050501470884,0.8283391766823255,0.9744172990322113,0.9919115900993347,2.4723938144223827,1.0,0.5576923076923077,0.40384615384615385,0.9333333333333333,0.0,0.06666666666666667
is_strictly_increasing__v1__nl_exp7_anchor,is_strictly_increasing__v1,is_strictly_increasing,monotonicity,1,nl_exp7_anchor,"Given a list of numbers, determine whether it is strictly increasing.","Examine each adjacent pair from left to right. If an earlier value is greater than or equal to the following value, return false. Return true if every pair increases.",False,17,34,33,True,0.34183426636313513,0.24446439743041992,0.346409278613106,0.2610214352607727,,0.8855426239244866,0.9523934125900269,0.9996451843868602,2.51398150402532,1.0,0.6060606060606061,0.2727272727272727,,,
count_even_digits__v2__controlled_nl,count_even_digits__v2,count_even_digits,digit_count,2,controlled_nl,"Given a positive integer, count how many of its decimal digits are even.","PROCEDURE count_even_digits INPUT current:
SET item TO 0.
WHILE current > 0:
    SET value TO (current % 10).
    IF (value % 2) = 0:
        UPDATE item USING + 1.
    UPDATE current USING // 10.
RETURN item",False,19,63,62,True,0.2999582766217833,0.12687372416257858,0.30427595340776814,0.129315298050642,0.254558772029076,0.8986744524971131,0.9771905243396759,0.9996021563006986,2.8466605474405813,1.0,0.6451612903225806,0.46774193548387094,1.0,0.0,0.0
flatten_pairs__v1__procedural_prose,flatten_pairs__v1,flatten_pairs,flatten_one_level,1,procedural_prose,"Given a list of two-element pairs, flatten the pairs into one list in pair order.","Define a procedure named flatten_pairs that receives pairs.
Set result to [].
For each pair in pairs, do the following.
    Append pair[0] to result.
    Append pair[1] to result.
Return result.",False,22,46,45,True,0.44936802549087185,0.2401403784751892,0.49316064087947276,0.2430386245250702,0.5298867251570402,0.8509438521332211,0.9515544176101685,0.9939377731747098,1.9932565248695482,1.0,0.6888888888888889,0.3333333333333333,1.0,0.0,0.0
adjacent_sums__v2__pseudocode,adjacent_sums__v2,adjacent_sums,adjacent_transform,2,pseudocode,"Given a list of numbers, create a list containing the sum of each adjacent pair.","PROCEDURE adjacent_sums(current)
value <- []
FOR item IN range(1, len(current))
    value.append((current[item] + current[(item - 1)]))
RETURN value",False,21,38,37,True,0.3003520853453665,0.12991073727607727,0.3036891888926196,0.13192062079906464,0.3033188714483237,0.9005553923748635,0.9768920540809631,0.9996994604935517,3.1547419759866457,1.0,0.7027027027027027,0.43243243243243246,1.0,0.0,0.0
count_equal_neighbors__v1__python_canonical,count_equal_neighbors__v1,count_equal_neighbors,adjacent_analysis,1,python_canonical,"Given a list, count how many adjacent pairs contain equal values.","def count_equal_neighbors(values):
    count = 0
    for index in range(1, len(values)):
        if values[index] == values[index - 1]:
            count += 1
    return count",False,17,44,43,True,0.11597718989511588,0.00275369337759912,0.11627832681674484,0.0027662066277116537,0.13258769129707718,0.9560821624689324,0.9997197985649109,0.9999771589456603,0.7609216036872689,1.0,0.8604651162790697,0.7906976744186046,1.0,0.0,0.0
factorial_iterative__v2__python_canonical,factorial_iterative__v2,factorial_iterative,factorial_product,2,python_canonical,"Given a nonnegative integer n, compute n factorial iteratively.","def factorial_iterative(item):
    value = 1
    for current in range(2, item + 1):
        value *= current
    return value",False,17,33,32,True,0.13116716725380684,0.0358832236379385,0.1345319008687511,0.035981085151433945,0.17807889143254474,0.9597567021846771,0.9945283532142639,0.999676214531064,1.479923176123748,1.0,0.90625,0.59375,1.0,0.0,0.0
merge_sorted_descending__v2__procedural_prose,merge_sorted_descending__v2,merge_sorted_descending,merge_sorted,2,procedural_prose,"Given two lists sorted in descending order, merge them into one descending list.","Define a procedure named merge_sorted_descending that receives current and counter.
Set output to [].
Set item to 0.
Set value to 0.
While (item is less than len(current) and value is less than len(counter)), do the following.
    If current[item] is at least counter[value], do the following.
        Append current[item] to output.
        Increase item by 1.
    Otherwise, do the following.
        Append counter[value] to output.
        Increase value by 1.
Perform output.extend(current[item:]).
Perform output.extend(counter[value:]).
Return output.",False,19,121,120,True,0.38484459184367853,0.12057054042816162,0.4174064838264106,0.12286290153861046,0.4661308777688385,0.8738452558716138,0.9781780242919922,0.9958254411816597,1.9222004351564161,1.0,0.675,0.4083333333333333,0.9529411764705882,0.0,0.047058823529411764
list_palindrome__v2__pseudocode,list_palindrome__v2,list_palindrome,palindrome_test,2,pseudocode,"Given a list, determine whether its values read the same forward and backward.","PROCEDURE list_palindrome(current)
item <- 0
value <- (len(current) - 1)
WHILE item < value
    IF current[item] != current[value]
        RETURN FALSE
    item <- item + 1
    value <- value - 1
RETURN TRUE",False,19,59,58,True,0.37440762941825034,0.07617256790399551,0.4208929356828807,0.0800822377204895,0.44195836798387095,0.880087533130728,0.9873484969139099,0.9932201741070583,1.694121139095079,1.0,0.6896551724137931,0.46551724137931033,1.0,0.0,0.0
partition_by_sign__v1__nl_exp7_anchor,partition_by_sign__v1,partition_by_sign,partition,1,nl_exp7_anchor,"Given a list of numbers, return two lists: negative values first and nonnegative values second, preserving input order within each group.",Create an empty negative list and an empty nonnegative list. Examine each number and append it to the appropriate list according to its sign. Return both lists.,False,30,32,31,True,0.3522869739733118,0.1599043309688568,0.372522130432058,0.1601683348417282,,0.8850913143927052,0.9714367985725403,0.9978605777986588,1.716226180519551,1.0,0.6774193548387096,0.3870967741935484,,,
filter_mapping_by_value__v3__nl_exp7_anchor,filter_mapping_by_value__v3,filter_mapping_by_value,dictionary_transform,3,nl_exp7_anchor,"Given a dictionary with numeric values and a threshold, return a new dictionary containing only entries whose value is greater than the threshold.","Initialize with an empty result dictionary. Process each key and value. If the value is greater than the threshold, copy that entry into the result. Produce the result.",False,29,33,32,True,0.3149254551340164,0.16794568300247192,0.3194162792096904,0.16932342946529388,,0.8893745969980955,0.9631712436676025,0.9996466375887394,2.721368819370639,1.0,0.625,0.3125,,,
count_words__v3__python_opaque,count_words__v3,count_words,word_count,3,python_opaque,"Given a string containing words separated by whitespace, count the words.","def zav0(mip0):
    tuk0 = mip0.split()
    return len(tuk0)",False,17,24,23,True,0.5239030857922878,0.15768153965473175,0.6070427560683563,0.16662850975990295,0.6494224921998264,0.8382849259221036,0.9741382002830505,0.9905304416366245,3.748323752591615,1.0,0.6086956521739131,0.391304347826087,1.0,0.0,0.0
count_below__v2__python_canonical,count_below__v2,count_below,threshold_count,2,python_canonical,"Given a list of numbers and a threshold, count the values less than the threshold.","def count_below(output, value):
    item = 0
    for current in output:
        if current < value:
            item += 1
    return item",False,21,34,33,True,0.16489217006451465,0.019726773723959923,0.16795035787358895,0.020011479035019875,0.21632263977638408,0.9452657175786567,0.9977497458457947,0.9997319181760153,2.0145974571594736,1.0,0.8484848484848485,0.6363636363636364,1.0,0.0,0.0
integer_to_binary__v2__nl_exp7_anchor,integer_to_binary__v2,integer_to_binary,base_conversion,2,nl_exp7_anchor,"Given a positive integer, return its binary representation as a string without a prefix.","Begin with an empty digit list. Repeatedly add the remainder after division by two and divide the number by two. Reverse the collected digits, join them, and output the string.",False,20,37,36,True,0.642603988587022,0.48945705592632294,0.6718512971476431,0.4933774471282959,,0.7854189823071162,0.8495912849903107,0.996635678741667,2.4181201767177196,2.0,0.4166666666666667,0.19444444444444445,,,
lcm_two__v3__nl_exp7_anchor,lcm_two__v3,lcm_two,lcm_family,3,nl_exp7_anchor,"Given two positive integers, compute their least common multiple using their greatest common divisor.","Compute the greatest common divisor with the Euclidean algorithm, then divide one input by that gcd and multiply by the other input. Produce the product.",False,20,29,28,True,0.49706459332303765,0.3565288931131363,0.5126402834570659,0.35737043619155884,,0.810657197875636,0.9162774682044983,0.9977934828826359,2.7883992893375518,1.0,0.5357142857142857,0.32142857142857145,,,
linear_first_index__v3__python_canonical,linear_first_index__v3,linear_first_index,linear_search,3,python_canonical,"Given a list and a target, return the index of the first target occurrence or minus one if absent.","def linear_first_index(result, entry):
    for element, x in enumerate(result):
        if x == entry:
            return element
    return -1",False,25,31,30,True,0.15985582803768922,0.019576373510062695,0.16297609603364738,0.0197485676035285,0.1807769722097146,0.9407439529895782,0.9974493682384491,0.999670664469401,3.2888269682692908,1.0,0.9,0.6666666666666666,1.0,0.0,0.0
fibonacci_nth__v1__python_opaque,fibonacci_nth__v1,fibonacci_nth,fibonacci,1,python_opaque,"Given a nonnegative integer n with F0 equal to zero and F1 equal to one, return Fn iteratively.","def zav0(mip0):
    tuk0 = 0
    qel0 = 1
    for vor0 in range(mip0):
        tuk0, qel0 = qel0, tuk0 + qel0
    return tuk0",False,28,60,59,True,0.322125088184712,0.013263357803225517,0.44274756375041735,0.014232449233531952,0.5509374781745009,0.9030161805577197,0.9984979629516602,0.98504112433579,1.9221922446919597,1.0,0.7627118644067796,0.6101694915254238,1.0,0.0,0.0
count_unique_words__v3__controlled_nl,count_unique_words__v3,count_unique_words,word_count,3,controlled_nl,"Given a string containing words separated by whitespace, count the distinct words.","PROCEDURE count_unique_words INPUT element:
SET x TO element.split().
SET entry TO set(x).
RETURN len(entry)",False,18,24,23,True,0.783527793261506,0.5604064464569092,0.8288964175963369,0.6168338656425476,0.7317636815831066,0.7304488226123478,0.8802480101585388,0.9950086059777633,6.05324466606101,5.0,0.391304347826087,0.21739130434782608,1.0,0.0,0.0
selection_sort_descending__v1__nl_exp7_anchor,selection_sort_descending__v1,selection_sort_descending,selection_sort,1,nl_exp7_anchor,"Given a list of numbers, sort it in descending order using selection sort and return the sorted copy.","Copy the list. For each position, find the largest value in the remaining suffix and swap it into the current position. Return the copy.",False,24,28,27,True,0.5649990064816343,0.41894394159317017,0.5805146464802049,0.42909446358680725,,0.8151375816928016,0.8885284066200256,0.9984130086722197,1.8539430969653443,1.0,0.4444444444444444,0.14814814814814814,,,
window_sum_three__v3__pseudocode,window_sum_three__v3,window_sum_three,sliding_window,3,pseudocode,"Given a list of numbers, return the sum of every consecutive window of three values.","PROCEDURE window_sum_three(result)
entry <- []
FOR element IN range((len(result) - 2))
    x <- ((result[element] + result[(element + 1)]) + result[(element + 2)])
    entry.append(x)
RETURN entry",False,21,52,51,True,0.5603778915440975,0.3106284737586975,0.648559235286609,0.3135417699813843,0.5985100668990213,0.8139726957854103,0.9309275150299072,0.989411987510382,2.632924601688501,1.0,0.5490196078431373,0.3333333333333333,1.0,0.0,0.0
reverse_string__v1__procedural_prose,reverse_string__v1,reverse_string,reverse_sequence,1,procedural_prose,"Given a string, create a new string containing the same characters in reverse order.","Define a procedure named reverse_string that receives text.
Set result to ''.
For each index in range((len(text) - 1), -1, -1), do the following.
    Increase result by text[index].
Return result.",False,20,48,47,True,0.4898815968599012,0.2789528965950012,0.5068543448131559,0.28213655948638916,0.5627571540979,0.8319896852716486,0.9437543749809265,0.9981204968817691,2.694387788972014,1.0,0.574468085106383,0.2553191489361702,1.0,0.0,0.0
is_strictly_increasing__v3__pseudocode,is_strictly_increasing__v3,is_strictly_increasing,monotonicity,3,pseudocode,"Given a list of numbers, determine whether it is strictly increasing.","PROCEDURE is_strictly_increasing(entry)
FOR element IN range(1, len(entry))
    IF entry[(element - 1)] >= entry[element]
        RETURN FALSE
RETURN TRUE",False,17,39,38,True,0.251488575933787,0.09069373458623886,0.2535441662361288,0.09071653336286545,0.3086789927742421,0.9129599944541329,0.9825085699558258,0.9998365875921751,2.194635696643598,1.0,0.7894736842105263,0.47368421052631576,1.0,0.0,0.0
square_values__v1__nl_exp7_anchor,square_values__v1,square_values,element_transform,1,nl_exp7_anchor,"Given a list of numbers, create a list containing the square of each element.","Create an empty result list. Examine each input number, multiply it by itself, and append the product to the result. Return the result.",False,20,29,28,True,0.47461024132878393,0.3207208812236786,0.4834215979122486,0.3226605951786041,,0.8323807705725942,0.9183498322963715,0.9991039293152946,2.15754035641664,1.0,0.5357142857142857,0.35714285714285715,,,
absolute_values__v3__nl_exp7_anchor,absolute_values__v3,absolute_values,element_transform,3,nl_exp7_anchor,"Given a list of numbers, create a list containing the absolute value of each element.","Initialize an empty result list. Process each input number, compute its absolute value, and append that value to the result. Produce the result.",False,21,28,27,True,0.4231484566537094,0.42514482140541077,0.425581330975412,0.4256255626678467,,0.8426306004877444,0.8810185790061951,0.9997989888544436,2.4367280282820807,1.0,0.48148148148148145,0.3333333333333333,,,
most_frequent__v2__python_canonical,most_frequent__v2,most_frequent,mode_selection,2,python_canonical,"Given a non-empty list, return a value with the highest occurrence count, choosing the first such value on ties.","def most_frequent(output):
    value = {}
    for current in output:
        value[current] = value.get(current, 0) + 1
    item = output[0]
    for current in output:
        if value[current] > value[item]:
            item = current
    return item",False,27,62,61,True,0.2675421171731957,0.02260579727590084,0.27730392319534103,0.024457722902297974,0.4973443286076112,0.9064096627665348,0.997215747833252,0.9989029501305252,1.1852842267347292,1.0,0.7704918032786885,0.6065573770491803,1.0,0.0,0.0
contains_target__v2__nl_exp7_anchor,contains_target__v2,contains_target,membership_test,2,nl_exp7_anchor,"Given a list of values and a target, determine whether the target occurs in the list.","Inspect the values one by one. When the current value equals the target, output true immediately. When the scan finishes without a match, output false.",False,22,30,29,True,0.4371248433674517,0.31795400381088257,0.44472276314376485,0.33447080850601196,,0.8438563624332691,0.9304821491241455,0.9993516432827917,2.7159106694825823,2.0,0.5517241379310345,0.27586206896551724,,,
are_disjoint__v3__python_canonical,are_disjoint__v3,are_disjoint,set_relation,3,python_canonical,"Given two collections, determine whether they have no value in common.","def are_disjoint(element, entry):
    for x in element:
        if x in entry:
            return False
    return True",False,17,27,26,True,0.3193915540888646,0.017241342924535275,0.34694853841518547,0.017482969909906387,0.32832082707449445,0.8831257499181308,0.9978401362895966,0.9968003263840308,1.8275460224386875,1.0,0.7692307692307693,0.6153846153846154,1.0,0.0,0.0
bubble_sort_descending__v2__nl_exp7_anchor,bubble_sort_descending__v2,bubble_sort_descending,bubble_sort,2,nl_exp7_anchor,"Given a list of numbers, sort it in descending order using bubble sort and return the sorted copy.","Copy the input list. Repeatedly scan adjacent pairs and swap them when the left value is less than the right value. After enough passes, output the copy.",False,24,33,32,True,0.5945107976108375,0.35734234750270844,0.6261374487057765,0.3638010174036026,,0.8010803982615471,0.9106947779655457,0.9962850026786327,2.79211177243144,1.0,0.5,0.28125,,,
matrix_find_position__v3__controlled_nl,matrix_find_position__v3,matrix_find_position,matrix_search,3,controlled_nl,"Given a matrix and a target value, return the row and column of the first occurrence in row-major order, or minus one for both if absent.","PROCEDURE matrix_find_position INPUT entry, result:
FOR EACH x IN range(len(entry)):
    FOR EACH element IN range(len(entry[x])):
        IF entry[x][element] = result:
            RETURN (x, element)
RETURN (-1, -1)",False,34,52,51,True,0.39874624538888204,0.20241917669773102,0.43920571942597986,0.24079927802085876,0.36196038417272375,0.8713126825351342,0.9558582901954651,0.995582150477989,2.9763847142009725,1.0,0.6274509803921569,0.39215686274509803,1.0,0.0,0.0
chunks_pairs__v1__python_opaque,chunks_pairs__v1,chunks_pairs,chunking,1,python_opaque,"Given a list, split it into consecutive chunks containing at most two elements.","def zav0(mip0):
    tuk0 = []
    for qel0 in range(0, len(mip0), 2):
        tuk0.append(mip0[qel0:qel0 + 2])
    return tuk0",False,19,56,55,True,0.24681333510225184,0.006957413628697395,0.2841198581978026,0.007321626413613558,0.43549874228072794,0.9244086701761592,0.9991826415061951,0.9956098979169672,1.7727450817831603,1.0,0.8,0.6363636363636364,1.0,0.0,0.0
is_nondecreasing__v2__procedural_prose,is_nondecreasing__v2,is_nondecreasing,monotonicity,2,procedural_prose,"Given a list of numbers, determine whether it is in nondecreasing order.","Define a procedure named is_nondecreasing that receives value.
For each item in range(1, len(value)), do the following.
    If value[(item - 1)] is greater than value[item], do the following.
        Return false.
Return true.",False,20,53,52,True,0.5090406736967102,0.3386237174272537,0.5530586522486723,0.34297777712345123,0.44053659701716796,0.829768969462468,0.9210646152496338,0.9938851594924927,2.865198708334639,1.0,0.5769230769230769,0.2692307692307692,1.0,0.0,0.0
rotate_left_one__v3__controlled_nl,rotate_left_one__v3,rotate_left_one,rotation,3,controlled_nl,"Given a non-empty list, rotate it left by one position.","PROCEDURE rotate_left_one INPUT x:
SET element TO [].
FOR EACH entry IN x[1:]:
    EXECUTE element.append(entry).
EXECUTE element.append(x[0]).
RETURN element",False,17,38,37,True,0.40914330787150854,0.09276987612247467,0.42601728162534946,0.09289056807756424,0.3415970352498334,0.8495605757107606,0.9856911897659302,0.99814237936123,5.292408547004295,2.0,0.6756756756756757,0.4594594594594595,1.0,0.0,0.0
partition_by_threshold__v2__python_opaque,partition_by_threshold__v2,partition_by_threshold,partition,2,python_opaque,"Given a list of numbers and a threshold, return two lists: values below the threshold and values at least the threshold, preserving order.","def zav0(mip0, tuk0):
    qel0 = []
    vor0 = []
    for nex0 in mip0:
        if nex0 < tuk0:
            qel0.append(nex0)
        else:
            vor0.append(nex0)
    return qel0, vor0",False,31,68,67,True,0.2733119071234193,0.0007798620499670506,0.31849847491698935,0.0007898203330114484,0.43004323654504867,0.9026264323672252,0.9999330043792725,0.9936310052871704,1.7106078091597523,1.0,0.7910447761194029,0.746268656716418,0.9782608695652174,0.0,0.021739130434782608
sum_positive__v2__nl_exp7_anchor,sum_positive__v2,sum_positive,sign_sum,2,nl_exp7_anchor,"Given a list of numbers, sum only the positive values.","Begin the total at zero. Inspect every number. If a number is greater than zero, add it to the total. Output the total after the list has been processed.",False,16,35,34,True,0.4158731438805904,0.23166218400001526,0.4339904663938796,0.23587524890899658,,0.8679025970837649,0.9511642456054688,0.9979623152929193,2.0541650538105065,1.0,0.6176470588235294,0.35294117647058826,,,
anti_diagonal_sum__v2__pseudocode,anti_diagonal_sum__v2,anti_diagonal_sum,diagonal_aggregate,2,pseudocode,"Given a square matrix, calculate the sum of its anti-diagonal.","PROCEDURE anti_diagonal_sum(item)
output <- 0
current <- len(item)
FOR value IN range(current)
    output <- output + item[value][((current - 1) - value)]
RETURN output",False,18,43,42,True,0.43023779800430584,0.21002710610628128,0.45489971831661286,0.2109074369072914,0.4830964363132749,0.8610696345567703,0.9541625380516052,0.9973079108056568,2.6387154827437023,1.0,0.6904761904761905,0.40476190476190477,1.0,0.0,0.0
count_above__v3__python_canonical,count_above__v3,count_above,threshold_count,3,python_canonical,"Given a list of numbers and a threshold, count the values greater than the threshold.","def count_above(result, entry):
    element = 0
    for x in result:
        if x > entry:
            element += 1
    return element",False,21,34,33,True,0.2927924346312824,0.04839159920811653,0.299037037196809,0.048486799001693726,0.3684521689024728,0.8963867588476702,0.9920327067375183,0.9993703202767805,2.213209871963927,1.0,0.7272727272727273,0.5454545454545454,1.0,0.0,0.0
count_above__v2__controlled_nl,count_above__v2,count_above,threshold_count,2,controlled_nl,"Given a list of numbers and a threshold, count the values greater than the threshold.","PROCEDURE count_above INPUT output, value:
SET item TO 0.
FOR EACH current IN output:
    IF current > value:
        UPDATE item USING + 1.
RETURN item",False,21,37,36,True,0.6914587504854555,0.6003532409667969,0.7537615219092307,0.6008616089820862,0.6585416441464784,0.7483963730434576,0.7824643850326538,0.9921177128950754,3.912984911924367,2.0,0.4166666666666667,0.3333333333333333,1.0,0.0,0.0
